id,fullName,triCode,typeDescKey,next_event,prob
28,San Jose Sharks,SJS,giveaway,goal,0.015215290119415083
28,San Jose Sharks,SJS,giveaway,hit,0.23013126305615314
28,San Jose Sharks,SJS,giveaway,lost-faceoff,0.019486795747201698
28,San Jose Sharks,SJS,giveaway,missed-shot,0.06360490131886633
28,San Jose Sharks,SJS,giveaway,penalty,0.03704050135628098
28,San Jose Sharks,SJS,giveaway,shot-on-goal,0.16368908427649423
28,San Jose Sharks,SJS,giveaway,stoppage,0.18507779128862287
28,San Jose Sharks,SJS,giveaway,takeaway,0.04053253515417953
28,San Jose Sharks,SJS,giveaway,won-faceoff,0.030399401365634644
28,San Jose Sharks,SJS,hit,blocked-shot,0.09797060881735478
28,San Jose Sharks,SJS,hit,giveaway,0.13354327035222766
28,San Jose Sharks,SJS,hit,goal,0.009960345229764404
28,San Jose Sharks,SJS,hit,hit,0.22481922090039652
28,San Jose Sharks,SJS,hit,lost-faceoff,0.014578959645439702
28,San Jose Sharks,SJS,hit,missed-shot,0.09027291812456262
28,San Jose Sharks,SJS,hit,penalty,0.040307907627711685
28,San Jose Sharks,SJS,hit,shot-on-goal,0.1581525542337299
28,San Jose Sharks,SJS,hit,stoppage,0.17616048518777702
28,San Jose Sharks,SJS,hit,takeaway,0.03498950314905528
28,San Jose Sharks,SJS,hit,won-faceoff,0.019244226731980403
28,San Jose Sharks,SJS,lost-faceoff,blocked-shot,0.09693918538949736
28,San Jose Sharks,SJS,lost-faceoff,giveaway,0.12943077238929207
28,San Jose Sharks,SJS,lost-faceoff,goal,0.02613608976247222
28,San Jose Sharks,SJS,lost-faceoff,hit,0.20309919752921118
28,San Jose Sharks,SJS,lost-faceoff,lost-faceoff,0.02142302439546903
28,San Jose Sharks,SJS,lost-faceoff,missed-shot,0.07444500977425487
28,San Jose Sharks,SJS,lost-faceoff,penalty,0.030206464397611335
28,San Jose Sharks,SJS,lost-faceoff,shot-on-goal,0.16227940979567793
28,San Jose Sharks,SJS,lost-faceoff,stoppage,0.19623490346249634
28,San Jose Sharks,SJS,lost-faceoff,takeaway,0.03838291870854869
28,San Jose Sharks,SJS,lost-faceoff,won-faceoff,0.02142302439546903
28,San Jose Sharks,SJS,missed-shot,blocked-shot,0.19387692496472175
28,San Jose Sharks,SJS,missed-shot,giveaway,0.09407530114321941
28,San Jose Sharks,SJS,missed-shot,goal,0.03493056833752582
28,San Jose Sharks,SJS,missed-shot,hit,0.1259995500746467
28,San Jose Sharks,SJS,missed-shot,lost-faceoff,0.019428594801317055
28,San Jose Sharks,SJS,missed-shot,missed-shot,0.12761519111601938
28,San Jose Sharks,SJS,missed-shot,penalty,0.029449659488312165
28,San Jose Sharks,SJS,missed-shot,shot-on-goal,0.19019571752868272
28,San Jose Sharks,SJS,missed-shot,stoppage,0.14659386056404278
28,San Jose Sharks,SJS,missed-shot,takeaway,0.024541382906926805
28,San Jose Sharks,SJS,missed-shot,won-faceoff,0.013293249074585354
28,San Jose Sharks,SJS,shot-on-goal,blocked-shot,0.09145024242715183
28,San Jose Sharks,SJS,shot-on-goal,giveaway,0.0684076616581057
28,San Jose Sharks,SJS,shot-on-goal,goal,0.03587201766597859
28,San Jose Sharks,SJS,shot-on-goal,hit,0.13543516873889877
28,San Jose Sharks,SJS,shot-on-goal,lost-faceoff,0.01740194901829005
28,San Jose Sharks,SJS,shot-on-goal,missed-shot,0.11017233930200182
28,San Jose Sharks,SJS,shot-on-goal,penalty,0.01641783879794537
28,San Jose Sharks,SJS,shot-on-goal,shot-on-goal,0.21386395276270945
28,San Jose Sharks,SJS,shot-on-goal,stoppage,0.27497479717728385
28,San Jose Sharks,SJS,shot-on-goal,takeaway,0.02340262109356248
28,San Jose Sharks,SJS,shot-on-goal,won-faceoff,0.012601411358072105
28,San Jose Sharks,SJS,takeaway,blocked-shot,0.1288546255506608
28,San Jose Sharks,SJS,takeaway,giveaway,0.1266519823788546
28,San Jose Sharks,SJS,takeaway,goal,0.030231277533039648
28,San Jose Sharks,SJS,takeaway,hit,0.1914647577092511
28,San Jose Sharks,SJS,takeaway,lost-faceoff,0.022026431718061675
28,San Jose Sharks,SJS,takeaway,missed-shot,0.10572687224669604
28,San Jose Sharks,SJS,takeaway,penalty,0.027753303964757708
28,San Jose Sharks,SJS,takeaway,shot-on-goal,0.20484581497797355
28,San Jose Sharks,SJS,takeaway,stoppage,0.13215859030837002
28,San Jose Sharks,SJS,takeaway,takeaway,0.016519823788546256
28,San Jose Sharks,SJS,takeaway,won-faceoff,0.013766519823788546
28,San Jose Sharks,SJS,won-faceoff,blocked-shot,0.1450167715847999
28,San Jose Sharks,SJS,won-faceoff,giveaway,0.12911822818545235
28,San Jose Sharks,SJS,won-faceoff,goal,0.02186279465147268
28,San Jose Sharks,SJS,won-faceoff,hit,0.16144832973395212
28,San Jose Sharks,SJS,won-faceoff,lost-faceoff,0.01378486421908744
28,San Jose Sharks,SJS,won-faceoff,missed-shot,0.114138675734044
28,San Jose Sharks,SJS,won-faceoff,penalty,0.03440702109084225
28,San Jose Sharks,SJS,won-faceoff,shot-on-goal,0.19905343932362263
28,San Jose Sharks,SJS,won-faceoff,stoppage,0.1329228507099205
28,San Jose Sharks,SJS,won-faceoff,takeaway,0.0271102329642053
28,San Jose Sharks,SJS,won-faceoff,won-faceoff,0.02113679180260074
28,San Jose Sharks,SJS,stoppage,won-faceoff,0.4788700564971751
28,San Jose Sharks,SJS,stoppage,lost-faceoff,0.5211299435028249
28,San Jose Sharks,SJS,penalty,won-faceoff,0.4788700564971751
28,San Jose Sharks,SJS,penalty,lost-faceoff,0.5211299435028249
28,San Jose Sharks,SJS,goal,won-faceoff,0.4788700564971751
28,San Jose Sharks,SJS,goal,lost-faceoff,0.5211299435028249
28,San Jose Sharks,SJS,start-game,won-faceoff,0.4788700564971751
28,San Jose Sharks,SJS,start-game,lost-faceoff,0.5211299435028249
13,Florida Panthers,FLA,blocked-shot,blocked-shot,0.15350652768234382
13,Florida Panthers,FLA,blocked-shot,giveaway,0.07821523077147996
13,Florida Panthers,FLA,blocked-shot,goal,0.037455592754491895
13,Florida Panthers,FLA,blocked-shot,hit,0.14357977222555227
13,Florida Panthers,FLA,blocked-shot,lost-faceoff,0.0065788511863861645
13,Florida Panthers,FLA,blocked-shot,missed-shot,0.16227832926419203
13,Florida Panthers,FLA,blocked-shot,penalty,0.030525869504831795
13,Florida Panthers,FLA,blocked-shot,shot-on-goal,0.21315477843891167
13,Florida Panthers,FLA,blocked-shot,stoppage,0.14034882530957152
13,Florida Panthers,FLA,blocked-shot,takeaway,0.019005570094004474
13,Florida Panthers,FLA,blocked-shot,won-faceoff,0.015350652768234382
13,Florida Panthers,FLA,giveaway,blocked-shot,0.10448689471346068
13,Florida Panthers,FLA,giveaway,giveaway,0.09951132829853399
13,Florida Panthers,FLA,giveaway,goal,0.017343402932030207
13,Florida Panthers,FLA,giveaway,hit,0.23955575299866724
13,Florida Panthers,FLA,giveaway,lost-faceoff,0.024877832074633496
13,Florida Panthers,FLA,giveaway,missed-shot,0.07783207463349621
13,Florida Panthers,FLA,giveaway,penalty,0.05245668591737006
13,Florida Panthers,FLA,giveaway,shot-on-goal,0.13114171479342515
13,Florida Panthers,FLA,giveaway,stoppage,0.18082629942247888
13,Florida Panthers,FLA,giveaway,takeaway,0.040870724122612175
13,Florida Panthers,FLA,giveaway,won-faceoff,0.031097290093291867
13,Florida Panthers,FLA,hit,blocked-shot,0.10178218612169956
13,Florida Panthers,FLA,hit,giveaway,0.10427684754625102
13,Florida Panthers,FLA,hit,goal,0.01400003991458279
13,Florida Panthers,FLA,hit,hit,0.25139202107489966
13,Florida Panthers,FLA,hit,lost-faceoff,0.023948749675694013
13,Florida Panthers,FLA,hit,missed-shot,0.08861037380006784
13,Florida Panthers,FLA,hit,penalty,0.04598159937733251
13,Florida Panthers,FLA,hit,shot-on-goal,0.16524637276228868
13,Florida Panthers,FLA,hit,stoppage,0.1628514977947193
13,Florida Panthers,FLA,hit,takeaway,0.024447681960604307
13,Florida Panthers,FLA,hit,won-faceoff,0.017462629971860218
13,Florida Panthers,FLA,lost-faceoff,blocked-shot,0.09246983958637146
13,Florida Panthers,FLA,lost-faceoff,giveaway,0.10150139201909054
13,Florida Panthers,FLA,lost-faceoff,goal,0.017184807105926025
13,Florida Panthers,FLA,lost-faceoff,hit,0.23148946042688584
13,Florida Panthers,FLA,lost-faceoff,lost-faceoff,0.021543152591806974
13,Florida Panthers,FLA,lost-faceoff,missed-shot,0.10440143179106456
13,Florida Panthers,FLA,lost-faceoff,penalty,0.03698793583454858
13,Florida Panthers,FLA,lost-faceoff,shot-on-goal,0.1625679437889434
13,Florida Panthers,FLA,lost-faceoff,stoppage,0.1726103672278934
13,Florida Panthers,FLA,lost-faceoff,takeaway,0.041014848203632506
13,Florida Panthers,FLA,lost-faceoff,won-faceoff,0.01822882142383667
13,Florida Panthers,FLA,missed-shot,blocked-shot,0.17215356336954735
13,Florida Panthers,FLA,missed-shot,giveaway,0.08443295425676584
